primary_isbn13,title,author,publish_year,page_count,publisher,ol_edition_count,ol_subjects,ol_ebook_access,ol_languages,ol_first_publish_year,is_bestseller
9.78154E+12,Imam Hussein the Redeemer of Islam,S. V. Mir S.V. Mir Ahmad Ali,2017,170,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78155E+12,"Philosophical Dictionary, Volume 5 (of 10) from the Works of Voltaire - a Con",François-Marie Arouet (AKA Voltaire),2017,182,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78032E+12,"Dermatopathology, an Issue of Surgical Pathology Clinics",Thomas Brenn,2017,,Elsevier,1,['Dermatology'],no_ebook,['eng'],2017,0
9.78179E+12,Safe House down Under,Anna Rosenbaum,2017,344,"Lang AG International Academic Publishers, Peter",4,"['Jews, australia', 'Jewish refugees', 'World war, 1939-1945, refugees', 'World war, 1939-1945, australia', 'Australia, emigration and immigration', 'Jews', 'History', 'Czech Jews', 'World War, 1939-1945', 'Refugees']",no_ebook,['eng'],2017,0
9.78152E+12,Buggies and Bathtubs,Patricia Prinzing,2017,,Independently Published,1,[],no_ebook,['eng'],2017,0
9.78155E+12,Superhero Josie,One Jacked One Jacked Monkey Publications,2017,100,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78114E+12,Taiwan Cinema,Kuei-fen Chiu,2017,246,Taylor & Francis Group,5,"['Motion pictures, asia', 'Motion pictures, social aspects', 'Motion pictures', 'History', 'Cinéma', 'Histoire', 'Aspect social', 'PERFORMING ARTS', 'Reference', 'Social aspects']",no_ebook,['eng'],2017,0
9.78155E+12,Children of Holiness,Jarvis Jones,2017,114,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78198E+12,Asking Questions about Wildlife While Exploring the Outdoors,C. Mahoney,2017,38,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78137E+12,Experiencias,Carlos M. Cárdenes,2017,,Blurb,1,[],no_ebook,['eng'],2017,0
9.78154E+12,Trespassers,Claire McFall,2017,272,Candlewick Press,3,"[""Children's fiction"", 'Love, fiction']",printdisabled,['eng'],2017,0
9.78144E+12,Freeport-Velasco,Brenda Laird,2017,,Arcadia Publishing,2,[],no_ebook,['eng'],2017,0
9.78126E+12,Connect with LearnSmart Labs Access Card for Microbiology,Marjorie Kelly Cowan,2017,,McGraw-Hill Education,1,[],no_ebook,['eng'],2017,0
9.78152E+12,"Curious Pearl, Science Girl 4D",Eric Braun,2017,96,Picture Window Books,5,"[""Children's fiction"", 'Science fiction']",no_ebook,['eng'],2017,0
9.7802E+12,Leontius of Byzantium,Brian E. Daley,2017,608,Oxford University Press,1,"['Middle eastern literature, history and criticism', 'Early works to 1800', 'Person and offices', 'Theology']",no_ebook,"['eng', 'grc']",2017,0
9.78155E+12,Hard Sudoku 16 X 16 Puzzles,Andrew Woodyear,2017,132,CreateSpace Independent Publishing Platform,3,[],no_ebook,['eng'],2017,0
9.78198E+12,Sketchbook : Boy Anime 02,Eral Turner,2017,124,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78067E+12,Sold People,Johanna S. Ransmeier,2017,408,Harvard University Press,4,"['Human trafficking', 'Family, china', 'History', 'Families']",no_ebook,['eng'],2017,0
9.78154E+12,Mineral-Man Coloring Book #1,T. Heinen,2017,82,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78019E+12,"Oxford Atlas for Australian Schools, Years 5-6",Oxford Atlas,2017,,Oxford University Press Australia & New Zealand,1,[],no_ebook,['eng'],2017,0
9.78023E+12,Artaud the Moma,Jacques Derrida,2017,112,Columbia University Press,2,"['French literature, history and criticism']",no_ebook,['eng'],2017,0
9.78152E+12,Blame the Goth Girl Vol. 5,Bettina Busiello,2017,,Independently Published,1,[],no_ebook,['eng'],2017,0
9.78198E+12,Nurse Coloring Book : Funny Adult Coloring Books for Nurses,Nurse Coloring Book,2017,64,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78152E+12,Convergence,U. S. Military,2017,,Independently Published,1,[],no_ebook,['eng'],2017,0
9.78154E+12,SPA Flowers and Mandalas,Ronald James,2017,30,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78166E+12,80's Baby Essays of the Black Millennial,Dion Winfrey,2017,60,Independently Published,2,[],no_ebook,['eng'],2017,0
9.78154E+12,Korean Folk Tales,Elena Grand,2017,246,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2017,0
9.78198E+12,Functions Limits and Continuity,Sai Prasad,2018,,Independently Published,2,[],no_ebook,['eng'],2018,0
9.78173E+12,Avocado Recipes 365,Emily Chan,2018,,Independently Published,1,[],no_ebook,['eng'],2018,0
9.78199E+12,Awesome HR Professional Bucket List,Leaf Star Press,2018,112,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78034E+12,"Antiquities of the Jemez Plateau, New Mexico",Anonymous,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78172E+12,Segmented Mirror Antenna for Radiometers,,2018,40,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78172E+12,Dictionary of Cooking Terms : For the Beginner Cook,Paula Henderson,2018,46,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78172E+12,Cute and Cool!,Catherine Bradford,2018,,Independently Published,2,[],no_ebook,['eng'],2018,0
9.78162E+12,DMT Dialogues,David Luke,2018,352,"Inner Traditions International, Limited",1,['Hallucinogenic drugs'],no_ebook,['eng'],2018,0
9.78034E+12,"The History of Early Relations Between the United States and China, 1784-1844",Kenneth Scott Latourette,2018,218,Franklin Classics,4,[],no_ebook,['eng'],2018,0
9.78034E+12,"The Life of David Brainerd, Missionary to the Indians",David Brainerd,2018,348,Franklin Classics,3,[],no_ebook,['eng'],2018,0
9.78172E+12,Waterhouse Hedgehog Art Journal,Urchin Urchin Wear,2018,140,CreateSpace Independent Publishing Platform,2,[],no_ebook,['eng'],2018,0
9.78198E+12,Japanese Cars Coloring Book,Emily Erickson,2018,,Independently Published,2,[],no_ebook,['eng'],2018,0
9.78172E+12,Production of Factor to Artificial Intelligent Robot,Johnny Ch LOK,2018,66,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78172E+12,Using Frequency-Domain Methods to Identify XV-15 Aeroelastic Modes,,2018,26,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78173E+12,Method 301 - Field Validation of Pollutant Measurement Methods from Various Waste Media (US Environmental Protection Agency Regulation) (EPA) (2018 Edition),The Law The Law Library,2018,32,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78199E+12,LF Baseball 1905-1909,Len Feder,2018,316,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78138E+12,Quarterly Review; Volume 111,John Gibson Lockhart,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78198E+12,Greatest Franchises in Gridiron History,Adam Leverton,2018,,Independently Published,1,[],no_ebook,['eng'],2018,0
9.78173E+12,"I Will Share My Wine, If I Must",Susan Facenda,2018,110,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78139E+12,Capital Volume 1,Karl Marx,2018,,"Lulu Press, Inc.",1,[],no_ebook,['eng'],2018,0
9.78199E+12,Lake Mcdonald Notebook,wild Pages wild Pages Press,2018,150,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78043E+12,"Allegro, il Penseroso Comus, and Lycidas (Classic Reprint)",John Milton,2018,,Forgotten Books,1,[],no_ebook,['eng'],2018,0
9.78102E+12,"William Wood (born 1656) of Earlsferry, Scotland and Some of His Descendants and Their Connections",John Walter Wood,2018,,"Creative Media Partners, LLC",3,[],no_ebook,['eng'],2018,0
9.78046E+12,Ecuador,Sondra C. Hartt,2018,,Blurb,2,[],no_ebook,['eng'],2018,0
9.78177E+12,Healthy with Hanifa,Hanifa Yip,2018,,Tellwell Talent,2,[],no_ebook,['eng'],2018,0
9.78172E+12,Sermon Notes,True North,2018,104,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78173E+12,This Journal Is Proof That My FAMILY Loves Me,Daily Memory Books,2018,136,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78138E+12,"Dictionary of Surgery; or, the Young Surgeon's Pocket Assistant. by Benjamin Lara,",Benjamin Lara,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78195E+12,Jonah,Howard Butcher,2018,,Conservatarian Press,3,"['Fiction, action & adventure', 'Fiction, thrillers, general']",no_ebook,['eng'],2018,0
9.78153E+12,One World Trade Center,Julie Murray,2018,24,ABDO Publishing Company,1,[],no_ebook,['eng'],2018,0
9.78132E+12,Legitimacy of Citizen-led Deliberative Democracy,Didier Caluwaerts,2018,162,Routledge,5,"['Political participation', 'Representative government and representation', 'Belgium, politics and government', 'Europe, politics and government', 'Democracy', 'Deliberative democracy', 'POLITICAL SCIENCE', 'Political Freedom & Security', 'Civil Rights', 'Human Rights']",no_ebook,['eng'],2018,0
9.78199E+12,Sketchbook : Lavender Blossom,Lookbird T.,2018,120,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78164E+12,Housing and Urban Development,Office of the Federal Register (U.S.),2018,,"Rowman & Littlefield Publishers, Incorporated",1,"['Housing, law and legislation', 'Urbanization']",no_ebook,['eng'],2018,0
9.78193E+12,Interpreting terminology | Terminologie van het tolken | Tolkterminologie | Mareo a botoloki | Amatemu okutolika,Marné Pienaar,2018,,AFRICAN SUN MeDIA,1,[],no_ebook,"['eng', 'zul', 'dut', 'afr', 'nso']",2018,0
9.78179E+12,Chakra Alchemy Living Handbook,Tony Damian,2018,,Independently Published,1,[],no_ebook,['eng'],2018,0
9.78138E+12,Ethic Demonstrated in Geometrical Order and Divided into Five Parts,Benedictus de Spinoza,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78199E+12,Notebook : Roofs,Lucy Hayden,2018,110,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78138E+12,"Lancashire Cotton Industry, a Study in Economic Development",Sir Sydney John Chapman,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78172E+12,Older I Get the More Flawsome I Am Dot Grid Journal,Veropa Press,2018,160,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78173E+12,Threats and Countermeasures for Network Security,,2018,,Independently Published,1,[],no_ebook,['eng'],2018,0
9.78138E+12,General Catalogue of Officers and Students 1857-1900,Michigan State University of Agricultur,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78173E+12,Four Strategies to Boost Your Metabolism,Esther Smith,2018,40,CreateSpace Independent Publishing Platform,2,[],no_ebook,['eng'],2018,0
9.78153E+12,Leicester's Trams and Buses,Andrew H. Bartlett,2018,,Pen & Sword Books Limited,1,[],no_ebook,['eng'],2018,0
9.78172E+12,Design of a Ram Accelerator Mass Launch System,,2018,208,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78198E+12,What Will We Be?,Shalom Freedman,2018,80,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78132E+12,Thomas Hardy,Tim Armstrong,2018,392,Taylor & Francis Group,4,['Poetry (poetic works by one author)'],no_ebook,['eng'],2018,0
9.78148E+12,The Harlem Globetrotters Present the Points Behind Basketball,Larry Dobrow,2018,40,Simon & Schuster Children's Publishing,3,"['Newton, isaac, sir, 1642-1727, juvenile literature', 'Newton, isaac, sir, 1642-1727', 'Basketball', 'Basketball, juvenile literature', 'Physics', 'Physics, juvenile literature']",no_ebook,['eng'],2018,0
9.78034E+12,Some Reminiscences of William Michael Rossetti,William Michael Rossetti,2018,,"Creative Media Partners, LLC",3,[],no_ebook,['eng'],2018,0
9.78173E+12,"Lilacs and Roses Journal : (Lilacs and Roses Composition Book, Poetry, Diary, Log Book, 6 X 9, Medium, Ruled)",Creative Writing Cottage,2018,150,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78198E+12,Trick Play,Max Monroe,2018,292,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78138E+12,"Historical Account of the Town and Parish of Nantwich; with a Particular Relation of the Remarkable Siege It Sustained, in the Grand Rebellion, In 1643",Joseph Partridge,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78199E+12,Story of My Boyhood and Youth,John Reid Muir,2018,110,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78179E+12,Spice Mix Recipes,BookSumo Press,2018,,Independently Published,1,[],no_ebook,['eng'],2018,0
9.78981E+12,Fractional Dynamics in Comb-Like Structures,Vicenç Mendéz,2018,248,World Scientific Publishing Co Pte Ltd,1,['Calculus'],no_ebook,['eng'],2018,0
9.78172E+12,Novel Duplex Vapor-Electrochemical Method for Silicon Solar Cells. [reaction of Fluorine and Silicon Compounds with Sodium],,2018,24,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78138E+12,Lena Park Study - Financial Analysis,Boston Redevelopment Authority,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78138E+12,Laws of the State of Illinois Passed by the Eleventh General Assembly,1st Se Illinois  Assembly (11th,2018,,"Creative Media Partners, LLC",1,[],no_ebook,['eng'],2018,0
9.78198E+12,Jack and Jess,D. Nevers,2018,126,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78129E+12,Gold B1+ Pre-First New Edition Students' EText and MyEnglishLab Access Card,Lynda Edwards,2018,4,"Pearson Education, Limited",1,[],no_ebook,['eng'],2018,0
9.78034E+12,Outpourings of the Spirit,W.A. McKay,2018,,"Creative Media Partners, LLC",2,[],no_ebook,['eng'],2018,0
9.78034E+12,Dementia Praecox and Paraphrenia,Emil Kraepelin,2018,356,Franklin Classics,8,[],no_ebook,['eng'],2018,0
9.78172E+12,STS-54 Space Shuttle Mission Report,,2018,38,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78102E+12,Spherical Waves and Shocks. Part I : A General Theory of the Propagation of Weak Shocks. Part II,Gerald B. Whitham,2018,,"Creative Media Partners, LLC",2,[],no_ebook,['eng'],2018,0
9.78163E+12,The Movements of Movements,Jai Sen,2018,648,PM Press,4,"['Political science', 'Social movements', 'SOCIAL SCIENCE', 'General']",borrowable,['eng'],2018,0
9.78199E+12,Triumph of Jill,Florence Ethel Mills Young,2018,144,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78172E+12,Simple Method for Nucleon-Nucleon Cross Sections in a Nucleus,,2018,30,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78198E+12,Federal Records,United States Government Accountability Office,2018,74,CreateSpace Independent Publishing Platform,1,[],no_ebook,['eng'],2018,0
9.78185E+12,Wondrous Dinosaurium,John Condon,2019,32,Maverick Arts Publishing,2,[],no_ebook,['eng'],2019,0
9.78169E+12,Happy 80th Birthday,Level Designs,2019,,Independently Published,4,[],no_ebook,['eng'],2019,0
9.78303E+12,Geospatial Approaches to Energy Balance and Breast Cancer,David Berrigan,2019,460,Springer International Publishing AG,2,[],no_ebook,['eng'],2019,0
9.78074E+12,"Corporate Power, Class Conflict, and the Crisis of the New Globalization",Ronald W. Cox,2019,,"Rowman & Littlefield Publishers, Incorporated",1,"['Corporations, political activity', 'International economic relations', 'International trade', 'Globalization']",no_ebook,['eng'],2019,0
9.78108E+12,Oral Language Skills,Pinkmarble Publications,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78169E+12,Best Aunt Ever,Karen Prints,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7817E+12,"Healthy Planet, Healthy People",United States House of Representatives,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78154E+12,People's General,Chief Sylvester Obi Dikas,2019,300,WaveCloud Corporation,1,[],no_ebook,['eng'],2019,0
9.78179E+12,Magical,Bharat Rao,2019,,Independently Published,2,[],no_ebook,"['eng', 'ita']",2019,0
9.78109E+12,Chicago,Guido Gottwald,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78076E+12,Donald J. Trump and China,John Franklin Copper,2019,,"Rowman & Littlefield Publishers, Incorporated",1,"['Trump, donald, 1946-', 'United states, foreign relations, china', 'China, foreign relations, united states']",no_ebook,['eng'],2019,0
9.78108E+12,"Enoch, Jubilees, and Jasher [with Complete Apocrypha]",Derek Shaver,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78109E+12,All That I Need,Natasja Rose,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7818E+12,"Adult Coloring Book - Designs, Patterns, Flowers and Mandalas",Ava & Ella,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78109E+12,Miss Harriet,Laurent Poret,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7817E+12,Deep Places : The Way of Plants,Amos Jordan,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78083E+12,Comprehensive Nursing Achievement Test,National Learning Corporation,2019,,National Learning Corporation,1,[],no_ebook,['eng'],2019,0
9.78169E+12,Being a Successful Employee,Reentry Essentials,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7817E+12,My Favorite Recipes,Kara Ansell,2019,,Independently Published,2,[],no_ebook,['eng'],2019,0
9.78171E+12,Preston Lee's Read & Write English Lesson 21 - 40 for Hebrew Speakers,Matthew Preston,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78154E+12,Confucius Chinese Teacher and Philosopher First Chinese Reader Biography for 5th Graders Children's Biographies,Dissected Lives,2019,,Speedy Publishing LLC,1,[],no_ebook,['eng'],2019,0
9.78108E+12,Anthony,Ricky Gato,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78169E+12,Aliens Tried to Kidnap Me,D. Wolter,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7811E+12,One Man's Journey Through Prostate Cancer,Budd Nielsen,2019,,Christian Faith Publishing,1,[],no_ebook,['eng'],2019,0
9.78167E+12,Pretty Girl Pretty Ghost,John L. Wayne,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78062E+12,Tobacco Wars,Johann Van Loggerenberg,2019,271,Tafelberg,1,"['Tax evasion', 'Criminal investigation', 'Tax collection', 'South African Revenue Service']",no_ebook,['eng'],2019,0
9.78179E+12,Aolani Kowt Eashrow Glory Hole Part 2,A. A. Kay,2019,,"Lulu Press, Inc.",2,[],no_ebook,['eng'],2019,0
9.78107E+12,40 Guest Book,Felizia,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78171E+12,Amanda the Sudoku Princess,Master Puzzles,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78173E+12,Futureproof!,Kat Niewiadomska,2019,,Audacity Activated LLC,2,"['Self-help techniques', 'Business']",no_ebook,['eng'],2019,0
9.78168E+12,Christmas Activity Book for Kids Ages 8-12,Sk Publishing,2019,,Independently Published,4,[],no_ebook,['eng'],2019,0
9.78179E+12,McFinnia,Pam G. Howard,2019,176,Troubador Publishing Limited,1,[],no_ebook,['eng'],2019,0
9.78179E+12,Democracy Works,Greg Mills,2019,272,C. Hurst and Company (Publishers) Limited,1,"['Democracy', 'Africa, politics and government', 'Politics and government']",no_ebook,['eng'],2019,0
9.7817E+12,Kairouan (Tunisia) - Wink Travel Guide,Wink Travel Wink Travel Guide,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78146E+12,Wild Card,Michael Brandman,2019,248,"Sourcebooks, Incorporated",3,['American literature'],no_ebook,['eng'],2019,0
9.78112E+12,People Analytics For Dummies,Mike West,2019,464,"Wiley & Sons, Incorporated, John",3,"['Manpower planning', 'Human capital', 'Data mining']",no_ebook,['eng'],2019,0
9.78148E+12,Fear of Heights,Anne P. Holloway,2019,,"Lulu Press, Inc.",1,[],no_ebook,['eng'],2019,0
9.78169E+12,Halloween - Adult Coloring Book - Stress Relieving Patterns and Designs,Makayla & Makenzie,2019,108,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78165E+12,Bearded Engineer. Do It Better,Jan Heins,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7811E+12,Growing Up,Madison Pruitt,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7817E+12,Early Elementary Sight Words Word Search Puzzles,Karen a Barthol,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7803E+12,Divine Bodies,Candida R. Moss,2019,208,Yale University Press,1,"['Theology, doctrinal', 'Criticism, interpretation', 'Resurrection', 'History of doctrines', 'Human body', 'Christianity', 'Self', 'Identity (Psychology)', 'Bible', 'Religious aspects']",no_ebook,['eng'],2019,0
9.78024E+12,Producing an Independent Film,James F. Simpson,2019,,"Lulu Press, Inc.",1,[],no_ebook,['eng'],2019,0
9.78335E+12,School Leadership. a Qualitative Analysis in a Cape Verdean Private School,Ernania Fortes,2019,,GRIN Verlag GmbH,1,[],no_ebook,['eng'],2019,0
9.78165E+12,Today's Plan of Attack,Express-It Notepads,2019,,Independently Published,2,[],no_ebook,['eng'],2019,0
9.7818E+12,Travel Like a Local - Map of Simferopol,Maxwell Fox,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78171E+12,Bo-Jack 20 Milestones : Rescue & Adoption,Global Doggy,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78109E+12,"Garden of Vietnamese Lyrics and Verse, Volume 1",Vuong Thanh,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78108E+12,"Caniche Training Book for Caniche Dogs & Puppies, by BoneUP DOG Training, Are You Ready to Bone up? Easy Training * Fast Results, Caniche Training",Karen Douglas Kane,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7811E+12,BORDEAUX & the PYRÉNÉES - a BICYCLE YOUR FRANCE GUIDEBOOK (SECOND EDITION),Walter Judson Moore,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78147E+12,Success with BEC Preliminary Workbook,Helen Stephenson,2019,,CENGAGE Learning,1,[],no_ebook,['eng'],2019,0
9.78108E+12,Just This,Karon S. Dewey,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78109E+12,33 Cartes Postales l'Abbé Saunière,Ben Hammott,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78169E+12,Super Carrot Man,Samantha A Turney,2019,53,Independently published,3,[],no_ebook,['eng'],2019,0
9.78171E+12,Dio Stress Away Coloring Book,Katherine Morris,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7818E+12,Don't Die,Cofffeee Cat,2019,226,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78167E+12,Puppy Coloring Book for Kids,mira book,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78195E+12,Christmas with Dr. Darling,Barbara Lohr,2019,,Purple Egret Press,1,"['Fiction, romance, general']",no_ebook,['eng'],2019,0
9.78109E+12,Halloween Guest Book,Dezign Press,2019,,Independently Published,2,[],no_ebook,['eng'],2019,0
9.78108E+12,"Manifesting Green New Growth Within the Inner Landscape TTR/RCG Tap, Touch Recall Reclaim Change & Go an Alternative Psychic Intuitive Technique to Manifest Positive Thought Forms + Inspirational Green Flower Prints in a Book",Grace Divine,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78108E+12,Zodiac Coloring,Zodiac Coloring Art,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.7811E+12,Spaniel,Casi Art,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78169E+12,Mind,Jeremy Lopez,2019,,Independently Published,2,[],no_ebook,['eng'],2019,0
9.78109E+12,Sticker Book for Girls,Dono Ralph,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78108E+12,Do It Yourself Memoir,Kean Hong Publishing,2019,,Independently Published,1,[],no_ebook,['eng'],2019,0
9.78179E+12,ICC Cricket World Cup England and Wales 2019,Chris Hawkes,2019,128,"Carlton Books, Limited",1,"['Cricket', 'Sports, great britain']",no_ebook,['eng'],2019,0
9.7811E+12,Lady into Fox,David Garnett,2019,,Independently Published,2,[],no_ebook,['eng'],2019,0
9.78162E+12,Quilter's Negative Space Handbook,Sylvia Schaefer,2019,201,C & T Publishing,2,"['Patchwork', 'Quilting']",no_ebook,['eng'],2019,0
9.78112E+12,Big Java 6e Binder Ready Version with WileyPLUS Learning Space Card Set,Cay S. Horstmann,2019,,"Wiley & Sons, Incorporated, John",1,['Java (computer program language)'],no_ebook,['eng'],2019,0
9.781E+12,Knock on the Door,Thomas Richard Brown,2019,,Second Child Limited,1,[],no_ebook,['eng'],2019,0
9.78154E+12,Sporty Looping,Allyssa Loya,2020,32,Lerner Publishing Group,2,"['Sports, juvenile literature', 'Sports', 'Mathematics']",no_ebook,['eng'],2020,0
9.7817E+12,Love You Too Late,Savanna George,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79855E+12,Descendants 3 Color by Number,Nikki Moore,2020,,Independently Published,2,[],no_ebook,['eng'],2020,0
9.79855E+12,In Due Season,Sandi Rebert,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.78981E+12,Project Management,Jitesh J. Thakkar,2020,459,Springer,2,['Economics'],no_ebook,['eng'],2020,0
9.7987E+12,Abstract,Ed Rms,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79869E+12,Murder in Stopover,Mary Hagen,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.78198E+12,Cross & Lavender,J. Pate Jr,2020,194,"Outskirts Press, Incorporated",1,[],no_ebook,['eng'],2020,0
9.79867E+12,Turbulent March,Kenath Moffat,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79867E+12,In-Depth Lady of the Bees Tutorial,Ann Kullberg,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79863E+12,1000 Rhyming Gems,The Bipolar Composer,2020,101,Independently Published,1,[],no_ebook,['eng'],2020,0
9.78058E+12,Purpose Driven,Bernadette Padgett,2020,166,B's Book Bouquet LLC,1,"['Poetry (poetic works by one author)', 'Spirituality']",no_ebook,['eng'],2020,0
9.7818E+12,Entrepreneurial Intention,Evan J. Douglas,2020,216,"Elgar Publishing Limited, Edward",2,"['Economics', 'Entrepreneurship', 'Psychological aspects', 'Businesspeople', 'Psychology', 'Motivation (Psychology)', 'Intention']",no_ebook,['eng'],2020,0
9.79865E+12,5 Artists-Interviews,Kim Engelen,2020,,Independently Published,2,[],no_ebook,['eng'],2020,0
9.79863E+12,Plane Activities for Adults Book,Growing Kids Press,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79869E+12,Activity Books for Kids Ages 4-8,Boonma King Paper Press,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79862E+12,Flamingo Coloring Book for Adults,Amazing Color Amazing Color Gift Press,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79865E+12,Connect the Dots Coloring Book for Kids,AuntBeckBooks,2020,72,Independently Published,1,[],no_ebook,['eng'],2020,0
9.79857E+12,Guard Dog Training Mannual,Edward Bills,2020,,Independently Published,1,[],no_ebook,['eng'],2020,0
9.78173E+12,Where Rain Comes From,Marie Rogers,2020,24,Rosen Publishing Group,4,"['Physics', 'Weather, juvenile literature', 'Weather']",no_ebook,['eng'],2020,0
