published_date,bestsellers_date,list_name,display_name,list_name_encoded,rank,rank_last_week,weeks_on_list,title,author,publisher,description,primary_isbn10,primary_isbn13,amazon_url
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,1,0,4,STRANGERS,Belle Burden,Random House Audio,"Burden retraces her marriage of 20 years in search of clues to help shape her understanding about its demise and to find a way forward. Read by the author. 7 hours, 4 minutes unabridged.",,9798217073443,https://www.amazon.com/dp/0593733312?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,2,0,1,FAMESICK,Lena Dunham,Random House Audio,"The author of “Not That Kind of Girl” evaluates the effects that pursuing her creative endeavors had on her. Read by the author. 11 hours, 47 minutes unabridged.",,9798217176397,https://www.amazon.com/dp/B086RD9S41?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,3,0,2,YOU WITH THE SAD EYES,Christina Applegate,Hachette Audio,"The Emmy Award-winning actress, who received a multiple sclerosis diagnosis in 2021, shares personal stories. Read by the author. 8 hours, 27 minutes unabridged.",,9781668653487,https://www.amazon.com/dp/031659492X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,4,0,1,LONDON FALLING,Patrick Radden Keefe,Random House Audio,The author of “Say Nothing” details the efforts by the parents of a 19-year-old Londoner to uncover the truth about his mysterious death and secret life. Read by the author. 13 hours unabridged.,,9798217174072,https://www.amazon.com/dp/0385548532?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,5,0,1,PHASES,Brandy with Gerrick Kennedy,Harlequin Audio,"The actress and Grammy Award-winning musician shares some of her early struggles and her rise to fame. Read by Brandy. 12 hours, 7 minutes unabridged.",,9781488235832,https://www.amazon.com/dp/B0DSG1JRZ2?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,6,0,66,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin Audio,"How trauma affects the body and mind, and innovative treatments for recovery. Read by Sean Pratt. 16 hours, 17 minutes unabridged.",,9780593412701,https://www.amazon.com/dp/B00IICN1F8?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,7,0,3,A WORLD APPEARS,Michael Pollan,Penguin Audio,"The author of “This Is Your Mind on Plants” explores several perspectives on consciousness. Read by the author. 8 hours, 47 minutes unabridged.",,9798217282159,https://www.amazon.com/dp/198488199X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,8,0,3,STRIPPED DOWN,Bunnie Xo,Dey Street,"The host of the “Dumb Blonde Podcast” shares how redemption was an important part of her journey toward reaching her goals. Read by the author. 8 hours, 25 minutes unabridged.",,9780063445222,https://www.amazon.com/dp/0063445190?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,9,0,7,NOBODY'S GIRL,Virginia Roberts Giuffre,Random House Audio,"The late activist and advocate for sex-trafficking survivors describes her time with Jeffrey Epstein and Ghislaine Maxwell. Read by Thérèse Plummer and Gabra Zackman. 13 hours, 40 minutes unabridged.",,9780593830406,https://www.amazon.com/dp/0593493125?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,10,0,26,THE ANXIOUS GENERATION,Jonathan Haidt,Penguin Audio,"A look at the mental health impacts that a phone-based life has on children. Read by Sean Pratt and the author. 10 hours, 33 minutes unabridged.",,9780593829097,https://www.amazon.com/dp/0593655036?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,11,0,66,GREENLIGHTS,Matthew McConaughey,Random House Audio,"The Academy Award-winning actor shares snippets from the diaries he kept over 35 years. Read by the author. 6 hours, 42 minutes unabridged.",,9780593294185,https://www.amazon.com/dp/0593139151?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,12,0,1,ARSENIO,Arsenio Hall with Alan Eisenstock,Simon & Schuster Audio,"The comedian and former late-night TV host details his career and his decision to walk away from it. Read by Arsenio Hall. 11 hours, 19 minutes unabridged.",,9781797166001,https://www.amazon.com/dp/1982191368?tag=thenewyorktim-20&linkCode=osi&th=1&psc=1
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,13,0,84,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Macmillan Audio,"Applying the principles of Navy SEALs leadership training to any organization. Read by the authors. 8 hours, 15 minutes unabridged.",,9781427264305,http://www.amazon.com/Extreme-Ownership-U-S-Navy-SEALs-ebook/dp/B00VE4Y0Z2?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,14,0,31,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster Audio,"The actress and filmmaker describes her eating disorders and difficult relationship with her mother. Read by the author. 6 hours, 25 minutes unabridged.",,9781797147949,https://www.amazon.com/dp/1982185821?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Nonfiction,Audio Nonfiction,audio-nonfiction,15,0,7,1929,Andrew Ross Sorkin,Penguin Audio,"The New York Times journalist and CNBC host looks at the fight between Washington and Wall Street that fueled a historic crash of the stock market. Read by the author. 13 hours, 31 minutes unabridged.",,9780593912089,https://www.amazon.com/dp/0593296966?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,1,0,17,THE LET THEM THEORY,Mel Robbins,Hay House,,,9781401971366,https://www.amazon.com/dp/1401971369?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,2,0,91,ATOMIC HABITS,James Clear,Avery,,,9780735211292,https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,3,0,1,START WITH YOURSELF,Emma Grede,Avid Reader,,,9781668085486,https://www.amazon.com/dp/1668085488?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,4,0,23,UNREASONABLE HOSPITALITY,Will Guidara,Optimism,,,9780593418574,https://www.amazon.com/dp/0593418573?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,5,0,1,DROWNPROOF,Andy Stumpf,St. Martin's,,,9781250379610,https://www.amazon.com/dp/125037961X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,6,0,1,HOW TO START,Jodi Kantor,"Little, Brown",,,9780316609555,https://www.amazon.com/dp/0316609552?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,7,0,1,PLANET MONEY,Alex Mayyasi and the hosts of NPR’s “Planet Money”,Norton,,,9781324078777,https://www.amazon.com/dp/1324078774?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,8,0,1,THE MANBOOK,Nick Freitas,Broadside,,,9780063434080,https://www.amazon.com/dp/0063434083?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,9,0,76,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,St. Martin's,,,9781250183866,http://www.amazon.com/Extreme-Ownership-U-S-Navy-SEALs-ebook/dp/B00VE4Y0Z2?tag=thenewyorktim-20
2026-06-07,2026-05-23,Business,Business,business-books,10,0,7,NEVER SPLIT THE DIFFERENCE,Chris Voss with Tahl Raz,Harper Business,,,9780062407801,https://www.amazon.com/dp/0062407805?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,1,0,6,BIG JIM BELIEVES,Dav Pilkey,Scholastic,The 14th book in the Dog Man series. The Space Cuties From Space return and discover the city has changed.,,9781546176183,https://www.amazon.com/dp/1546176187?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,2,0,1,DAWN ON THE COAST,Ann M. Martin,Scholastic,The 19th book in the Baby-Sitters Club graphic novel series. Will Dawn leave Stoneybrook for California for good?,,9781546135548,https://www.amazon.com/dp/1546135545?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,3,0,1,CAPTAIN UNDERPANTS: THE FIRST EPIC MANGA,Dav Pilkey,Scholastic,Best friends George and Harold make a manga about their superhero creation.,,9781546151210,https://www.amazon.com/dp/1546151214?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,4,0,1,KPOP DEMON HUNTERS: THE MOVIE IN COMICS,"based on the screenplay by Danya Jimenez, Hannah McMechan, Maggie Kang and Chris Appelhans",Random House,An adaptation of the film.,,9798217234301,https://www.amazon.com/dp/B0G48NF5SZ?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,5,0,5,TALONS OF POWER,Tui T. Sutherland,Scholastic,The ninth book in the Wings of Fire graphic novel series. Turtle must summon the courage to take on Darkstalker.,,9781339001265,https://www.amazon.com/dp/1339001268?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,6,0,3,"JUJUTSU KAISEN, VOL. 29",Gege Akutami,VIZ Media,Sukuna and Itadori both use a black flash attack.,,9781974762019,https://www.amazon.com/dp/1974762017?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,7,0,3,INVINCIBLE COMPENDIUM ONE,Robert Kirkman,Image Comics,Mark Grayson faces the unexpected when he becomes a hero. Collects the first nine volumes of the comic and is the basis of the animated series.,,9781607064114,https://www.amazon.com/gp/search?index=books&tag=thenewyorktim-20&field-keywords=INVINCIBLE+COMPENDIUM+ONE+Robert+Kirkman+with+various+illustrators
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,8,0,3,INVINCIBLE COMPENDIUM TWO,Robert Kirkman,Image Comics,A second collection of the comic that is the basis of the animated series.,,9781607067726,https://www.amazon.com/dp/1607067722?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,9,0,4,GACHIAKUTA 1,Kei Urana,Kodansha,A boy who lives in a floating city is wrongfully accused of murder and exiled to an abyss filled with garbage and monsters.,,9798888770207,https://www.amazon.com/dp/B0C4XW16QN?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,10,0,11,"JUJUTSU KAISEN, VOL. 1",Gege Akutami,VIZ Media,"The athletic Yuji Itadori chooses to spend his time with members of the Occult Research Club, who unseal a cursed object.",,9781974710027,https://www.amazon.com/dp/1974710025?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,11,0,4,"JUJUTSU KAISEN, VOL. 28",Gege Akutami,VIZ Media,"As fighting intensifies in Shinjuku, Higuruma takes on Sukuna by himself.",,9781974758906,https://www.amazon.com/dp/1974758907?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,12,0,1,INVINCIBLE COMPENDIUM THREE,Robert Kirkman,Image Comics,A third collection of the comic that is the basis of the animated series.,,9781534306868,https://www.amazon.com/dp/1534306862?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,13,0,20,WARRIORS: THE PROPHECIES BEGIN,Erin Hunter,HarperAlley,"A graphic novel adaptation of ""Into the Wild"" and ""Fire and Ice.""",,9780063203877,https://www.amazon.com/dp/0063203871?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,14,0,26,THE SCARLET SHEDDER,Dav Pilkey,Scholastic,The 12th book in the Dog Man series. Dog Man finds himself back on his hind legs after being sprayed by a skunk.,,9781338896435,https://www.amazon.com/dp/1338896431?tag=thenewyorktim-20
2026-06-07,2026-05-23,Graphic Books and Manga,Graphic Books and Manga,graphic-books-and-manga,15,0,6,"JUJUTSU KAISEN, VOL. 26",Gege Akutami,VIZ Media,The sorcerers Gojo and Sukuna engage in an escalated battle.,,9781974754977,https://www.amazon.com/dp/1974754979?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,1,0,5,THE AMAZING GENERATION,Jonathan Haidt and Catherine Price,Rocky Pond,,,9798217111916,https://www.amazon.com/dp/?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,2,0,64,RESTART,Gordon Korman,Scholastic,,,9781338053807,https://www.amazon.com/Restart-Gordon-Korman/dp/1338053809?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,3,0,1,RIVER OF SPIRITS,Shana Targosz,Aladdin,,,9781665957649,https://www.amazon.com/dp/1665957646?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,4,0,3,WHAT CAN I SAY?,Catherine Newman,Storey,,,9781635864342,https://www.amazon.com/dp/1635864348?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,5,0,78,A LONG WALK TO WATER,Linda Sue Park,Clarion,,,9780547577319,http://www.amazon.com/Long-Walk-Water-Based-Story/dp/0547577311?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,6,0,7,I AM REBEL,Ross Montgomery,Candlewick,,,9781536251265,https://www.amazon.com/dp/1536251267?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,7,0,8,IMPOSSIBLE CREATURES,Katherine Rundell,Yearling,,,9780593809891,https://www.amazon.com/dp/0593809890?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,8,0,73,WISH,Barbara O'Connor,Square Fish,,,9781250144058,https://www.amazon.com/Wish-Barbara-OConnor/dp/1250144051?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,9,0,1,ODDER,Katherine Applegate,Square Fish,,,9781250423429,https://www.amazon.com/dp/1250423422?tag=thenewyorktim-20
2026-06-07,2026-05-23,Middle Grade Paperback,Middle Grade Paperback,middle-grade-paperback-monthly,10,0,2,AWAY,Megan E. Freeman,Aladdin,,,9781665959735,https://www.amazon.com/dp/1665959738?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,1,1,2,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",,9780143127741,https://www.amazon.com/dp/0143127748?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,2,0,1,A WALK IN THE PARK,Kevin Fedarko,Scribner,The author of “The Emerald Mile” goes with a friend on a journey to hike the Grand Canyon from end to end.,,9781501183065,https://www.amazon.com/dp/1501183060?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,3,4,2,THE DEMON OF UNREST,Erik Larson,Crown,The author of “The Splendid and the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War.,,9780385348768,https://www.amazon.com/dp/0385348762?tag=thenewyorktim-20&linkCode=osi&th=1&psc=1
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,4,3,2,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,The actress and filmmaker describes her eating disorders and difficult relationship with her mother.,,9781982185831,https://www.amazon.com/dp/198218583X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,5,6,2,SIGNS,Laura Lynne Jackson,Dial,A medium details potential ways the deceased may speak to us through everyday events.,,9780399591617,https://www.amazon.com/dp/0399591613?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,6,2,2,RAISING HARE,Chloe Dalton,Vintage,A political adviser and foreign policy specialist tells the story of taking care of a wild hare during the pandemic lockdown.,,9780593689004,https://www.amazon.com/dp/0593689003?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,7,8,2,ON TYRANNY,Timothy Snyder,Crown,Twenty lessons from the 20th century about the course of tyranny.,,9780804190114,https://www.amazon.com/dp/0804190119?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,8,5,2,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",When we can and cannot trust our intuitions in making business and personal decisions.,,9780374533557,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,9,11,2,BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,,9781571313560,https://www.amazon.com/dp/1571313567?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,10,13,2,ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,,9780060959470,https://www.amazon.com/dp/0060959479?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,11,0,1,ON THE HIPPIE TRAIL,Rick Steves,Avalon Travel,The travel writer and TV host recounts his journey from Istanbul to Kathmandu in the 1970s.,,9781641717458,https://www.amazon.com/dp/1641717459?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,12,15,2,THE ART THIEF,Michael Finkel,Vintage,"The author of “The Stranger in the Woods” tells the story of Stéphane Breitwieser, who stole art more than 200 times for the sake of admiring it.",,9781984898456,https://www.amazon.com/dp/1984898450?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,13,0,1,BE READY WHEN THE LUCK HAPPENS,Ina Garten,Crown,A memoir by the cookbook author and Food Network host known as the Barefoot Contessa.,,9780593800027,https://www.amazon.com/dp/0593800028?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,14,12,2,BREATH,James Nestor,Riverhead,A re-examination of a basic biological function and a look at the science behind ancient breathing practices.,,9780735213623,https://www.amazon.com/dp/0735213623?tag=thenewyorktim-20
2026-06-07,2026-05-23,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction-monthly,15,0,1,THE WAGER,David Grann,Vintage,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,,9780307742490,https://www.amazon.com/dp/0385534264?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,1,0,1,THE FARAWAY INN,Sarah Beth Durst,Delacorte,,,9798217024308,https://www.amazon.com/dp/B0FH168T37?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,2,0,1,"WE'RE A BAD IDEA, RIGHT?",K.L. Walther,Delacorte Romance,,,9780593904794,https://www.amazon.com/dp/0593904796?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,3,0,41,IF HE HAD BEEN WITH ME,Laura Nowlin,Sourcebooks Fire,,,9781728205489,http://www.amazon.com/If-He-Had-Been-Me-ebook/dp/B00APIVOIE?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,4,0,42,BETTER THAN THE MOVIES,Lynn Painter,Simon & Schuster,,,9781534467637,https://www.amazon.com/dp/1665990309?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,5,0,53,GIRL IN PIECES,Kathleen Glasgow,Ember,,,9781101934746,http://www.amazon.com/Girl-Pieces-Kathleen-Glasgow/dp/1101934719?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,6,0,27,IF ONLY I HAD TOLD HER,Laura Nowlin,Sourcebooks Fire,,,9781728276229,https://www.amazon.com/dp/1464254524?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,7,0,8,NOTHING LIKE THE MOVIES,Lynn Painter,Simon & Schuster,,,9781665947145,https://www.amazon.com/dp/1665947144?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,8,0,60,THE BOOK THIEF,Markus Zusak,Knopf,,,9780375842207,http://www.amazon.com/The-Book-Thief-Markus-Zusak/dp/0375842209?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,9,0,5,THE OBSESSION,Natasha Preston,Delacorte,,,9798217028009,https://www.amazon.com/dp/?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Paperback,Young Adult Paperback,young-adult-paperback-monthly,10,0,1,WHAT WE DID TO SURVIVE,Megan Lally,Sourcebooks Fire,,,9781728270173,https://www.amazon.com/dp/1728270170?tag=thenewyorktim-20
